ID,text,sentiment
6.14882E+17,@EncounterTT thank you for following me back. Great to meet you @RAMMuseum learning about #DefeatingDepression,happy
6.15069E+17,Check out the @britishmuseum #Africanrockart image project: http://t.co/I5ifDiBYDn http://t.co/MWF5x6klvQ,nocode
6.14071E+17,"@Tate_StIves The best activities, has the TATE.",happy
6.13115E+17,"Tiger in a Tropical Storm (Surprised), by Henri Rousseau 1891 Oil on Canvas (@NationalGallery) http://t.co/jLflH0uUzC",nocode
6.10748E+17,@NationalGallery Any advice for graduates looking to work in the arts? #AskTheGallery,nocode
6.14209E+17,"@HistoriadeCadiz @ahencyclopedia Cuando he visto @britishmuseum me temí lo peor, pero no, afortunadamente los sarcófagos están en Cádiz.",nocode
6.12266E+17,Thanks to our great dance tutors &amp; all that joined the taster sessions &amp; flashmob practice @ICIABath today,happy
6.11595E+17,#tbt Lucian Freud proves that beauty is only skin deep @NationalGallery http://t.co/rShA3Y9l5Q,nocode
6.13295E+17,@britishmuseum #books Countdown! Corrections and cover lists! FIND by @andygarmont http://t.co/hRepRkoQuD ... http://t.co/Mi4Fc6w1pD,nocode
6.13345E+17,The @britishmuseum has kindly loaned the beautiful Ædwen’s brooch to us for this new exhibition! #AngloSaxon #Viking http://t.co/eIU5MG2yx8,happy
6.1515E+17,Two very different but equally beautiful events @britishmuseum @kewgardens http://t.co/bL5qUySIx4,happy
6.14387E+17,Seriously proud of our curator @samcurtisart for being selected in this year's Whitechapel opening. http://t.co/xxy252S2fp @_TheWhitechapel,happy
6.10696E+17,The Top 5 Art shows 2C in London @LondonArtCritic http://t.co/1O0aORjSJM   @PianoNobile85 @_TheWhitechapel @ExploreWellcome @CGP_London,nocode
6.11936E+17,@dotfivesticks @torillo59 @britishmuseum facile dimenticare,nocode
6.10573E+17,Proposals for Reykjavik. 2014. No.11  @_TheWhitechapel @SeanKellyNY @InglebyGallery @MattsGallery @tignortronics https://t.co/BvwKC66h73,nocode
6.0855E+17,We were v honoured to be a small part of a unique short film by artist @BedwyrWIlliams with other @CamUnivMuseums 🐋 https://t.co/SGPBa6gKpW,happy
6.1412E+17,"Had plenty of thought creating, mind blowing art to behold @tateliverpool today with @redfolio &amp; Mindart http://t.co/B3Rgh4tMe9",happy
6.14067E+17,Don't miss wonders of the ancient world @britishmuseum #DefiningBeauty show ★★★★ http://t.co/YM6Xv4Dtyp http://t.co/KvshOctQQo,happy
6.13321E+17,@britishmuseum greavy.,nocode
6.13679E+17,@radionica #TemplosCulturales Quisiera conocer @britishmuseum y el @smithsonian,nocode
6.13997E+17,".@NationalGallery Director N. Penny favours ""in-house solution"" Come back to talks then! @pcs_union got #Alternative  http://t.co/UOdrADopXr",angry
6.13624E+17,#CAPP_eu meets in #Helsinki with @CreateIreland @tateliverpool @ludwigmuseum @thisisliveart @TheHeartofGlass @KunsthalleOS @agoracollective,nocode
6.10488E+17,@NationalGallery #AskTheGallery As a director what is the main objective you would like to achieve? How would you achieve it? Thanks :)!,happy
6.14865E+17,See Christopher Williams - The Production Line of Happiness - via @_TheWhitechapel http://t.co/iB6HV6Unj5 http://t.co/sIIL6LAXhA,nocode
6.13294E+17,Goodbye @kettlesyard see you in 2.25 years! http://t.co/WFjBAiWbfM,sad
6.15205E+17,Quick sketches of paintings in Sainsbury wing @NationalGallery by @stockleyacademy KS3 #stockleyart #artcubed http://t.co/KKuOaBya6O,nocode
6.14796E+17,"Greek jar, c. 480 BCE, showing Odysseus' ship passing the sirens. Via @britishmuseum archives http://t.co/Im42FWnqVJ http://t.co/n8RvGJVFCj",nocode
6.12534E+17,"Happy Father's Day &amp; Solstice! Guided tours @NationalGallery are at 11.30, 2.30 &amp; 4.00 - expect Fathers and Suns! http://t.co/9lOifHZxpD",happy
6.11938E+17,Last chance to see LA-based #ChristopherWilliams who deconstructs and demystifies photography @_TheWhitechapel http://t.co/HsxFtAFboo,happy
6.11589E+17,"Starting ""Refugee restorers, Sir Kenneth Clark and the NG"" talk. @GillespieStudio @Conservators_uk @NationalGallery http://t.co/UFenFcBOKM",nocode
6.14439E+17,@newmanmpaul @ThelmaHulbert Well done!,happy
6.12607E+17,@britishmuseum Love this!,happy
6.14792E+17,"Really enjoying insightful day of screenings/events @_TheWhitechapel @FL_FLAMIN artists Larissa Sansour, Beatrice Gibson&amp;Sarah Turner",happy
6.155E+17,Loving the Jackson Pollock inspired cupcakes @tateliverpool #pressview today. http://t.co/3MPNwJkA5n,happy
6.11619E+17,"For 'Silent Sticks', Corin Sworn researched commedia dell'arte, mistaken identity, costumes, props @_TheWhitechapel http://t.co/Aw4uUw8k7U",nocode
6.10847E+17,@NationalGallery Perhaps it was only sunny on the other side of the canal?,nocode
6.15252E+17,These Celltic helmets in @BritishMuseum prove that Britons looked stupid while trying to look hard for millennia. http://t.co/VSCGDeW6W3,nocode
6.15525E+17,Looking forward to this archive exhibition on the Kibbo Kift Kindred 1920-1932 @_TheWhitechapel Oct 2015 http://t.co/88jq8X7zL5,happy
6.12558E+17,@DrLivGibbs @britishmuseum  What is now the Courthauld Institute entrance. http://t.co/k4KkziQ5gW,nocode
6.1043E+17,"If u're concerned&gt;outsourcing&amp;volunteering r the root of many evils, u might want to use #AskTheGallery to let @NationalGallery know. Cheers",sad|disgust
6.10323E+17,"#NG365 Jan Steen's ""Skittle Players Outside an Inn"" @NationalGallery #art #DutchArt http://t.co/lejgzXDZLu",nocode
6.13982E+17,"@NationalGallery henry8, austriace, ranklj",nocode
6.14502E+17,Here is the award winner John arriving at the event at the Camden Community Learning Awards at @britishmuseum #London http://t.co/1YzzYYeFCi,nocode
6.15278E+17,"@britishmuseum all resolved, the link works now, thank you very much!",happy
6.11544E+17,@britishmuseum was the muddy ground that slowed the artillery the worst enemy of Bonaparte? #Waterloo200,nocode
6.15454E+17,Mañana se inaugura la expo #BlindSpots de #JacksonPollock en la @tateliverpool abierta hasta el 18 de Octubre #arte http://t.co/WLzKXR6eX9,nocode
6.12274E+17,@Enticknap76 @britishmuseum @_Britt_Leigh The Rosseta is invaluable.,nocode
6.1304E+17,"@vienna_huff @ThelmaHulbert Wow awesome Vie, excellent news! Keep up the great work!",happy
6.10832E+17,@kettlesyard seeing how many last minute visits I can fit in before the closure and fabulous redevelopment ... http://t.co/glcpVc3Ezo,happy
6.10425E+17,Great event to kick start @FMGlobal #Airmic2015 at @tateliverpool. Thanks to our guests http://t.co/1tWtRzP7B6,happy
6.13649E+17,#Solidarity from USDAW C133 to @pcs_union on Day 39 of strike against @NationalGallery privatisation #ReinsateCandy http://t.co/NO5lYh7B5M,angry
6.12371E+17,"Earlier, Whitney McVeigh speaking about her work in St.Peter's Church @kettlesyard #CastleHill15 @whit_mcveigh http://t.co/KJ7fy95MEj",nocode
6.15144E+17,Great sound installation by James Richard incl. Frances Bacon @_TheWhitechapel @UOGFINEART @trumanbrewery @FreeRangeShows #degreeshow,happy
6.15514E+17,"11th July I'm teaching a study morning at the @NationalGallery on Van Gogh's weird painting, 'Two Crabs'. Book here http://t.co/dpqTlw3VyF",nocode
6.14831E+17,@britishmuseum big pen?,nocode
6.12198E+17,@britishmuseum are there tix left for Defining Beauty today? Shows sold out online. Tks.,nocode
6.10434E+17,On this weeks half price Monday wine club at #NationalCafe @NationalGallery is Stopham Estate Rose from Sussex http://t.co/agZhUcXim0,nocode
6.14771E+17,Harbour Cottages is sailing off to a lovely new home :) @LivArtFair @tateliverpool @LoveNorthernArt http://t.co/6ZfuB5j7M9,happy
6.1204E+17,"In other news I found the female scholar in Ancient Greece @britishmuseum #DefiningBeauty Terracotta, 4th century BC http://t.co/dkhDTzswlf",nocode
6.13683E+17,Jackson #Pollock at @TateLiverpool is @guardian Exhibition of the Week - we have special offers for conf delegates on http://t.co/GDDbrBtd24,nocode
6.14712E+17,"@NationalGallery Degas, but he's not on the list.",nocode
6.14108E+17,"Sir Mark Jones, former Director of @V_and_A is giving a lecture on this subject @britishmuseum on Saturday the 27th of June... #medals",nocode
6.12938E+17,Great &amp; Exciting news for @Tate_StIves We look forward to our next visit! #Cornwall  https://t.co/IsrfGC5LnK,happy
6.13E+17,Going to London. Go. British Museum: Bonaparte and the British @britishmuseum http://t.co/sFbRPc04BP,nocode
6.1075E+17,"New blog post by Paul Willis formerly @PlymouthMuseum, 'Sir Joshua Reynolds: Sketchbooks to Genius' | http://t.co/Zpg8UUjWCN #Reynolds",nocode
6.14025E+17,"My highlight of #DefiningBeauty at the @britishmuseum was this personified vine, bff of Bacchus: http://t.co/kCJC2KHPhC",happy
6.13778E+17,"You can view works by de Hooch, known for orderly interiors and sunny courtyards, in room... http://t.co/eJW2acM8AX via @NationalGallery",nocode
6.13687E+17,"FLAMIN: the Artists Present…  Screenings, events and discussions @FL_FLAMIN @_TheWhitechapel Sat 27 June, 1.20–6pm http://t.co/qEzPZ0TqeJ",nocode
6.12207E+17,"@judrop1948 Thank you Julia, dear lady X. Hi to ---&gt; @Duck_Di @DuncanSalkeld @Heather1576 @NottArchaeology @AidanBaker @britishmuseum",nocode
6.13058E+17,"@NationalGallery 2nd GENOCIDE against #Biafra by #Buhari has begun,3days of unreported aerial Bombardment in #Biafra http://t.co/wKWao0IQ32",not-relevant
6.10269E+17,"SPQ-RT @appendixjournal: ancient Roman Swiss Army knife, 3rd century CE, at @fitzmuseum_UK. http://t.co/RXJX1GJ2B1 http://t.co/iSXXiRRCLV",nocode
6.12886E+17,@Tate_StIves is gifted 2nd studio by Barbara Hepworth's family watch my report 1330 @BBCSpotlight,nocode
6.14909E+17,Fantastic day incl #LondonPride lunch at Wahaca #DefiningBeauty @britishmuseum &amp; paddling in Hyde Park. Now  nice glass of Rose and #Kanye,happy
6.14174E+17,Thank you @stockleyacademy @NationalGallery looking forward to it :),happy
6.11517E+17,@britishmuseum what did they do with those who announced Napoleon's victory?,nocode
6.11573E+17,Object biographies are now a major focus of museum development -esp after @britishmuseum 's http://t.co/dwEjGSYll2 #objects2015,nocode
6.12547E+17,@tateliverpool lovely picture that,happy
6.15108E+17,"Massive queues at gates of @britishmuseum today for security bag searches. Sad to see, but necessary.",sad
6.14192E+17,@cpdickenson @rogueclassicist @britishmuseum Germanicus maybe?,nocode
6.12238E+17,"@NationalGallery And of course a plume and a laurel wreath. The first means impetousness of youth, the second rewards achievements",nocode
6.11469E+17,Wonderful to see today @ThelmaHulbert #valuation @HonitonTown #History #Waterloo1815 @1815Project @Waterloo200org http://t.co/yvqPhjRZvl,happy
6.14387E+17,Looking forward to @britishmuseum tomorrow eve for Greek Art Defining Beauty. Msg us for tix http://t.co/PCSrcyIxr4 http://t.co/ZapM1Tmzt0,happy
6.10434E+17,@NationalGallery Is it ever ok to dispose of works? Under what conditions? #AskTheGallery,nocode
6.11536E+17,What lies beneath: drapery and the suggested form http://t.co/1MOcK52y7E via @britishmuseum,nocode
6.11594E+17,@johnlangdon26 @kettlesyard agree. Lovely place to work/volunteer? Amazing domestic #architectural spaces &amp; #art. I want to visit every wk!,happy
6.11542E+17,@SternbergClarke @britishmuseum We're commemorating the #BattleofWaterloo with #BeefWellingtonDay &gt;&gt;http://t.co/eCjUoD8JRu,nocode
6.12127E+17,The Artist Project: Sarah Sze from MMA Digital Media on Vimeo cc: @britishmuseum @chr1sm1chaels @MattBannert  https://t.co/AEiU5gfdnb,nocode
6.1297E+17,"Doin a meetin (at @BritishMuseum in London, Greater London) https://t.co/ELeVnExtUN",nocode
6.13331E+17,Bad times at the National Gallery! Stop the privatisation of services at the @NationalGallery! https://t.co/ypfYtLhYus via @38_degrees,angry
6.14142E+17,Ancient artefact meets new technology for RAMM’s millionth visitor @RAMMuseum #Exeter http://t.co/k0mzZNT5r3 http://t.co/9TaARMlXX2,nocode
6.13421E+17,Follow us on Instagram to see the finer details in our rooms and our collection: http://t... http://t.co/gnSSJZhAnM via @NationalGallery,nocode
6.1439E+17,"@britishmuseum Wish you could extend the exhibition, 😭, I will only be in London in August...",sad
6.14006E+17,"@NationalGallery @BMAGcurators Beautiful Guido Reni ! I also love his pupil Cagnacci... ""The Death of Cleopatra"" http://t.co/pJJs7ghFYf",happy
6.15249E+17,@MrStuchbery @britishmuseum Saw one of these in The Cloisters in New York - magnificent work!,happy
6.14509E+17,Ancient beauty and modern lives http://t.co/WgjVKmZ0WC via @BritishMuseum,nocode
6.12093E+17,Hear about a rare collection of #Indigenous Australian objects on display at the @britishmuseum http://t.co/8Tl2rVs75g,nocode
6.12252E+17,Loving the Samba Band @britishmuseum #DiscoveryDay,happy
6.14108E+17,Are you interested in #medals of Louis XIV or French history in general? Or have you seen @britishmuseum's Triumph &amp; Disaster exhibition?,nocode
6.11827E+17,Photography Today is out! http://t.co/mOEJt3vNon Stories via @Jamsphere @_TheWhitechapel @KenRosatoABC7,happy
6.11835E+17,Thanks Alex. Great to hear from you! Will pass that on. @alexpeterss @FAHACS @britishmuseum,happy
6.12274E+17,@Gaia_sGarden @britishmuseum Yes that is why is a treasure!,happy
6.15391E+17,Ancient beauty and modern lives http://t.co/jlniWotj0g via @britishmuseum,nocode
6.14016E+17,COMPETITION: Visit our FB page for details on how to win 2 FREE tickets to see #DefiningBeauty or #IndigenousAustralia at @britishmuseum,nocode
6.13317E+17,"@britishmuseum @GenXMedia looks like a greave, but designed to be stitched directly onto substrate of leather or padding.",nocode
6.10559E+17,@NationalGallery #AskTheGallery We are boycotting the National Gallery until you reinstate Candy Unwin and stop privatisation...,angry
6.13732E+17,Great @penn_state pic! #SHCTravel @britishmuseum  https://t.co/WCtjm3PPbG,happy
6.14453E+17,"@britishmuseum @Moonbootica Wow, he was a very old 32.",surprise
6.14774E+17,"MT @NationalGallery The monumental 'Italian Woman' by Corot, best known as a landscape painter http://t.co/rIEtTypLYF http://t.co/cCHLqahyZH",nocode
6.14418E+17,@neilcford @metoffice I am indeed keeping a safe distance today.  Other Informatics Lab colleagues are at @RAMMuseum today. cc @LabbyTheRat,nocode
6.12947E+17,@NationalGallery I do. I use this in my history class for Renaissance art,nocode
6.12638E+17,"Can't wait for this, its going to be BIG @_TheWhitechapel http://t.co/usdQGFFf3V #yesjim",happy
6.12963E+17,Found this yesterday @BritishMuseum - desperately needs more info on the exhibit though :( Pillar of Emperor Ashoka http://t.co/0XtD8ly3nX,sad
6.10378E+17,Just landed on my desk #dazzleferry looking great @tateliverpool @Biennial http://t.co/EUvoI3wVot,happy
6.11186E+17,@ThelmaHulbert You are more than welcome - great to work with another local business. #CosmicUK,happy
6.14802E+17,Thanks to @NationalGallery doing an amazing job explaining paintings to people with visual impairment… https://t.co/PjSAS8ukby,happy
6.15535E+17,OMG! I thought she was asleep upstairs!@3speeders @Tate_StIves,surprise
6.14034E+17,"It's our weekly #ZapRecommends feat. The Skriker at @MIFestival, Jackson Pollock at @tateliverpool + more! http://t.co/iCiARJL5Ld",nocode
6.11979E+17,"@britishmuseum sorry don't know where "" in anyway"" came from!!",not-relevant
6.12937E+17,New exhibition @MAACambridge reunites 100-yr-old photographs with indigenous communities in Siberia &amp; Inner Mongolia https://t.co/EUczbCYMFU,nocode
6.12874E+17,"“@carvh12: “@VanGoghTheLife: Sunflowers, 1889. @VanGoghMuseum. Now at London's @NationalGallery! http://t.co/Y2oNfs4zIW””",nocode
6.13676E+17,Amazing!!!! 😍🎨 @NationalGallery http://t.co/cOSlvmCHLh,happy
6.10764E+17,@davidcharlesbow: @NationalGallery #AskTheGallery Pete and Dud have a few questions. http://t.co/D5Eet1Y56F The Leonardo cartoon is a hoot!,happy
6.1492E+17,Absolutely loved #DefiningBeauty at @britishmuseum So many treasures plus my peerless friend @LittleMissMoo Roll on Shakespeare Roadtrip!,happy
6.13294E+17,Nursery students getting very messy at @tateliverpool today. Loads of fun! https://t.co/mNT322T5se,happy
6.13618E+17,Exhibition of the Week http://t.co/6cCHcKKAwO Jackson Pollock at @tateliverpool @Gdnartanddesign http://t.co/7TNlxPYIsp,nocode
6.12737E+17,Has any got reliable links on the history of the #beninbronzes @britishmuseum @HornimanMuseum #nigeria #RT,nocode
6.13585E+17,"#NG365 Jacob van Ruisdael's ""Two Watermills and an Open Sluice at Singraven"" @NationalGallery #art @JohnConstableRA http://t.co/zFdXhuono7",nocode
6.13684E+17,New blog post #NewBlogger #museums @NationalGallery  https://t.co/45Oyixd0DC,nocode
6.14488E+17,A very intresting insight into ancient Egypt @britishmuseum exhibition Ancient Lives #8mummies,happy
6.12946E+17,Perino del Vaga: drawing of Vertumnus &amp; Pomona from #Ovid's poem #Metamorphoses @britishmuseum http://t.co/CW9L5wI8BE http://t.co/3JiMXkhOcm,nocode
6.15397E+17,@DrDonnaYates they arefrom about 500 BC and are now in the @britishmuseum,nocode
6.12189E+17,"New Blog ""Finally made it to @kettlesyard this week 🌀 ✨ #kettlesyard..."" http://t.co/MOOXtIov6R , pebbles, interiors, kettlesyard",happy
6.14079E+17,Not my current mood! I've just had a glorious morning in the Print Room @britishmuseum with Durer &amp; Rembrandt &amp; this! http://t.co/KbYpYSFSiP,happy
6.1372E+17,Congratulations to our very own @tateliverpool on receiving such a glowing report from @guardian http://t.co/r6gRS814yO #itsliverpool,happy
6.14773E+17,Drawing twice in one week @FitzMuseum_UK Feeling creative,happy
6.11118E+17,Second phase of Cornwall s Tate St Ives steams ahead @Tate_StIves @ILoveCornwallUK @BAMConstructUK @attractionsmag http://t.co/MluJ7LuymQ,nocode
6.13322E+17,We're giving away 5 pairs of tickets to Jackson #Pollock: Blind Spots at @tateliverpool! http://t.co/Wr19uS63rh  #art #Liverpool #win,nocode
6.15086E+17,@pwadey @NationalGallery Stunning!,happy
6.15475E+17,"5 things: #Pollock @tateliverpool, opening http://t.co/Oc9P0yhNCl",nocode
6.14415E+17,Attending @FitzMuseum_UK lecture on 18c gold boxes. Tangents: luxury - social ritual - possessions...smartwatches? http://t.co/w8ccP1QHKo,nocode
6.10561E+17,@NationalGallery: Tweet your questions #AskTheGallery for our Q&amp;A with Director Nicholas Penny http://t.co/n9Uaw73AJk http://t.co/okaCNd7Yne,nocode
6.13755E+17,@_TheWhitechapel what time to meet on 5th July re tour around Gallery's neighbourhood please?,nocode
6.11544E+17,"See me speak at 'The London Open: Live' event 30 July, 6.30pm at @_TheWhitechapel with @LIMITACTION2015 @sk_kira http://t.co/81v5lIsHtu",nocode
6.11548E+17,'Traditions in Contemporary Arab Culture' 27 June - complement to July events @BritishMuseum  https://t.co/GSvsBfnAc4 http://t.co/RmeSVfU8u2,nocode
6.11206E+17,Stop the privatisation of services at the @NationalGallery! Sign the petition now: https://t.co/w0xozuIolp via @38_degrees,angry
6.10749E+17,#AskTheGallery @NationalGallery is there a painting or paintings you wished was part of the nationals collection?,nocode
6.10724E+17,@alexmonro @Cambscene @FitzMuseum_UK I must go and find out!,nocode
6.13391E+17,@ThelmaHulbert :-) @newmanmpaul @LisaLooly @DrawntoDevon @MooseAllain @roshvarosha,not-relevant
6.12986E+17,@Tate thank you for sharing!:  http://t.co/t4YVZQ6HG4 via @NationalGallery,happy
6.154E+17,Project @britishmuseum en http://t.co/Nd7PJwhZe8 ter bescherming Afrikaanse rotskunst http://t.co/n9C1j8Bm8Q Met database en crowdfunding,nocode
6.11952E+17,@_TheWhitechapel How are you doing? I would like to show you this http://t.co/5B26kAIF6p,nocode
6.11917E+17,'Jackson #Pollock: Blind Spots' is @tateliverpool from 30 June - 18 October! http://t.co/BlZdwfRZ0c @itsnicethat http://t.co/wwXS0gbpq2,happy
6.12159E+17,Really pleased to be part of @kettlesyard #CastleHill15 Come see the Cold War bunker &amp; the historic artefacts from Cambs we store there.,happy
6.10864E+17,@harrietdouch @NationalGallery The trees have shadows on the far bank.,nocode
6.14722E+17,@NationalGallery I was introduced to the wonderful work of Canaletto on my 1st visit to your amazing gallery his paintings are breathtaking,happy
6.14775E+17,Testing out the @camsciencecntr stamp for this summer's museum passport @CamUnivMuseums #SatM2015 http://t.co/uqgGHukiNC,nocode
6.11204E+17,Our curatorial trainee @HelenHillyard will re-launch the Baroque Galleries @BM_AG this we... http://t.co/ycHeNuWAOD via @NationalGallery,not-relevant
6.14536E+17,"This #Goya was stolen from the @NationalGallery in 1961, returned in 1965, and had a cameo in #JamesBond's Dr. No. http://t.co/wYwYeZsVFh",nocode
6.11544E+17,@britishmuseum @69quietgirl @Charles_XII - and will again... #austerity,sad
6.15256E+17,@MrStuchbery @britishmuseum looks like Paul Weller!,not-relevant
6.15076E+17,I'm on a train on my way south for a fun filled few days. @britishmuseum @NHM_London woo hoo!,happy
6.11524E+17,"@Ophiolatrist @britishmuseum He read Machiavelli, and many more that Hitler followed similar policies or were inspired by Napoleon",nocode
6.15089E+17,Finally made it and well worth it #Britishmuseum #Greek #sculpture @britishmuseum https://t.co/YSBFsPAC7Q,happy
6.13496E+17,Making an impression: MARCUS AGRIPPA @britishmuseum bookshop. Spotted by Karl Galinsky. @penswordbooks @casematepub http://t.co/VT55iT2nYp,nocode
6.10334E+17,The Top 5 Art shows 2C in London @LondonArtCritic http://t.co/3m3STr5gIE   @PianoNobile85 @_TheWhitechapel @ExploreWellcome @CGP_London,nocode
6.12993E+17,"Simon, myself &amp; our New Knight Piano, destined for the Edge Practice Rooms. Thank you Kath &amp; Simon Arnold. @ICIABath http://t.co/bZWKXDqaWk",happy
6.12283E+17,Thanks to the wonderful artists who made us this fantastic lantern! #artseducation #DiscoveryDay @britishmuseum http://t.co/B7j96mdRUN,happy
6.14777E+17,We are thrilled to have Neil MacGregor here from the @britishmuseum talking about Germany: Memories of a Nation. Sponsor - @bailliegifford,happy
6.10561E+17,lindersterling's photo https://t.co/NBUIUvsXDH @kettlesyard @CircuitCambs,nocode
6.14112E+17,@ruthgarmon97 @britishmuseum @MarcelBETR @andresstifler3 @antoniovargas97 @Gerardivi Els frisos del Partenó... Maremeua!,nocode
6.12228E+17,Luke's @AFCCommunity friend @DogsTrust Fudge @britishmuseum http://t.co/3bDIdPIH7V,nocode
6.15176E+17,"Cool: @britishmuseum putting 30,000 years, 25,000 digital images of African rock art online http://t.co/Pkp6S7twM3 http://t.co/wXc70lRXDG",happy
6.10361E+17,"@RLGCHoylake @tateliverpool  @tell_liverpool @liverpoolmag  Friday, 19/06/15  Speke Hall Friday, 19/06/15  Speke Hall http://t.co/QpBKCxbWVv",nocode
6.12217E+17,One of the most beautiful Places in London: @NationalGallery http://t.co/ycPBGVW64B,happy
6.1343E+17,Our book 'Alfred Wallis Cornish Primitive Painter' has 100 fabulous paintings @Tate_StIves @StIvesSociety http://t.co/N81bg96b7M,happy
6.14083E+17,@britishmuseum #wonderful :) http://t.co/jIHDsg8bc2,happy
6.15552E+17,Can't wait to see Jackson #Pollock: Blind Spots @tateliverpool w/ @sstraine. Sending all best wishes for the opening https://t.co/3J4cJY0eDP,happy
6.13421E+17,Can you help @_TheWhitechapel raise £1 million by July 2015! Visit http://t.co/kBlVRKKMjI #artsfunding #retweet http://t.co/LUgZtKQBgJ,nocode
6.14039E+17,@NationalGallery Hey :) Appreciate if u check out my first release. https://t.co/rLWjdHBHMr #electronicmusic #darkstars,not-relevant
6.11637E+17,An article on @britishmuseum research featuring @Amesemi  https://t.co/2ips2hhice,nocode
6.14484E+17,#LoveWins (from the @britishmuseum) http://t.co/WPw3pvXD9h,happy
6.13992E+17,Join the #PCS @NationalGallery protest tmrw in Trafalgar Sq from 5pm &amp; back the strikers who are out until 2 July http://t.co/xICZXra1Rf,nocode
6.14421E+17,Magic Carpet Storytelling @NationalGallery Sun morning https://t.co/Zm26YMKoSV #kidsinmuseums #familydayout #weekend #whatson #london #art,nocode
6.14391E+17,here for the second day in a row because you can never finish looking at the exhibits (at @BritishMuseum) https://t.co/clRvfPco8w,happy
6.11809E+17,@JillianLevick @FitzMuseum_UK I'm on the science park if you want to grab a coffee!,not-relevant
6.1165E+17,@guillermosolana @museothyssen Gotthard #Schuh  Boys viewing Agnolo #Bronzino’s Allegory at @NationalGallery 1937 http://t.co/pm6uzO0vCa,nocode
6.11493E+17,"#AskTheGallery @NationalGallery Dear director, i really need to know... http://t.co/UiZDnDi9FN",nocode
6.15254E+17,Here's a reliquary head of St Eustace from @BritishMuseum. It had bits from 9 saints in there (allegedly)! http://t.co/FDkMuDULwv,happy|surprise
6.15226E+17,@ACSArtists @YSculpture @HepworthGallery Duccio | Caro display open now @NationalGallery http://t.co/6Crm3XRaz4 http://t.co/FQjHWlV47J,nocode
6.13986E+17,Off to @britishmuseum for #definingbeauty wanted to go for ages finishes next week,happy
6.12973E+17,It's #MolluscMonday at @RAMMuseum Sea slugs by PH Gosse. More here: http://t.co/yqrfOmXsgK http://t.co/w4PTz5Yf4b,nocode
6.12288E+17,Summer at the Museums Gets Ready for Take Off! http://t.co/02BPVyy0Zi via @camunivmuseums,happy
6.14022E+17,The Spark: week of free workshops on social justice/debt @SparkSpaceLdn @dropthedebt @_TheWhitechapel 20-26 July http://t.co/NOoKaYHoNp,nocode
6.11523E+17,"@britishmuseum Care to share the story of ""Waterloo Teeth""?",nocode
6.13721E+17,Great article about the wonderful @tateliverpool http://t.co/hr9qlUIYDn @VLBiz @VisitLiverpool @itsliverpool @LiverpoolLEP @bisnorthwest,happy
6.12945E+17,Practising Artist required to run workshops @PlymouthMuseum http://t.co/WKfkJusLWX Quote required. Deadline: Fri 26 June #artopps,nocode
6.12209E+17,"@britishmuseum One of my best London memories, thank you 😀",happy
6.11589E+17,".,@PenguinUKBooks @aroberts_andrew @britishmuseum allezlesbleus http://t.co/soJHbrfIku",nocode
6.12953E+17,@NationalGallery I used this portrait to explain to staff about symbolism and art of knowing your client. The clues are all there! Love it,happy
6.11534E+17,@britishmuseum Incredible!,happy
6.10766E+17,#Portrait of #WilhelmSasnal © by Gabriela Fulanty http://t.co/JtrXRMIKJQ #photography #artwork #art @_TheWhitechapel http://t.co/RFO4ssg1EK,nocode
6.15415E+17,@britishmuseum It was correct.,nocode
6.13759E+17,"Farron Gorey selfies before his performance at Mbantua Festival, Alice Springs #IndigenousAustralia @britishmuseum http://t.co/MegmEIXUdg",nocode
6.14473E+17,Strikers at @Shell -sponsored @NationalGallery protest against #privatisation #kayaktivists #ShellNo @NaomiAKlein http://t.co/CW6wyEw8Mo,angry
6.10755E+17,@jadeflahertyxo @tateliverpool obviously! I'll come home next month for it. Yay,happy
6.10753E+17,@NationalGallery @NPGLondon @pcs_union I won't be seeing the Goya. After 50 years of pictures NGL on my pariah list until Candy reinstated,angry
6.11511E+17,@britishmuseum @aroberts_andrew #Waterloo200 So then: With communication being awful and battle fields open for even beer sellers: why did /,nocode
6.1184E+17,#ff @FightingCocksWA @FryArtGallery @FitzMuseum_UK @SWTFootballClub @force36ltd @Flightplan_UK @SaffronWaldenGC @GiveBloodNHS @Gouldspetshop,nocode
6.14027E+17,@britishmuseum: .@britishlibrary opened at St Pancras #onthisday in 1998! Learn more about our shared history http://t.co/XiTG7N3pVZ,nocode
6.14011E+17,@britishmuseum @LisaGalvin_BM Beautifully Balanced #BeeArticle. I know of being stung while in trance. I swotted 'bees' with Jackal's tail,nocode
6.1517E+17,"I'm at @BritishMuseum in London, Greater London https://t.co/mvYoUVob2X",nocode
6.12179E+17,"@britishmuseum Enchanting mythologically inspired Renaissance jewellery! ~ ""WoW!"" I love the mermaid riding a seahorse &lt;3",happy
6.15486E+17,@tateliverpool Member's Preview of #JacksonPollock #BlindSpots yesterday at #TateLiverpool FANTASTIC exhibition - congratulations!,happy
6.15485E+17,@lisamaythomas &amp; dancers have arrived @ICIABath! Glad to have you in residence till Touch Diraies premier 9th July https://t.co/MriDjrhCbN,happy
6.1367E+17,"Neil MacGregor @britishmuseum delivering #QueensLecture @TUBerlin today on ""Symbols of a Nation"": http://t.co/gh3mruLEXW #QueenInGermany",nocode
